H_ID,demo_key,macro_key,cause_key,val,Year,COVID_Period
70,30,1,2,722,2010,Pre-COVID
71,31,1,2,1052,2010,Pre-COVID
72,32,1,2,757,2010,Pre-COVID
73,33,1,2,39,2010,Pre-COVID
74,34,1,2,60,2010,Pre-COVID
75,35,1,2,858,2010,Pre-COVID
76,36,1,2,729,2010,Pre-COVID
77,37,1,2,30,2010,Pre-COVID
78,38,1,2,26,2010,Pre-COVID
79,39,1,2,623,2010,Pre-COVID
80,40,1,2,580,2010,Pre-COVID
81,7,1,3,28,2010,Pre-COVID
82,8,1,3,13,2010,Pre-COVID
83,9,1,3,39,2010,Pre-COVID
84,10,1,3,19,2010,Pre-COVID
85,11,1,3,44,2010,Pre-COVID
86,12,1,3,23,2010,Pre-COVID
87,13,1,3,42,2010,Pre-COVID
88,14,1,3,24,2010,Pre-COVID
89,15,1,3,50,2010,Pre-COVID
90,16,1,3,29,2010,Pre-COVID
91,17,1,3,86,2010,Pre-COVID
92,18,1,3,39,2010,Pre-COVID
93,19,1,3,174,2010,Pre-COVID
94,20,1,3,68,2010,Pre-COVID
95,21,1,3,315,2010,Pre-COVID
96,22,1,3,133,2010,Pre-COVID
97,23,1,3,461,2010,Pre-COVID
98,24,1,3,202,2010,Pre-COVID
99,25,1,3,666,2010,Pre-COVID
100,26,1,3,310,2010,Pre-COVID
101,27,1,3,638,2010,Pre-COVID
102,28,1,3,343,2010,Pre-COVID
103,29,1,3,851,2010,Pre-COVID
104,30,1,3,507,2010,Pre-COVID
105,31,1,3,790,2010,Pre-COVID
106,32,1,3,544,2010,Pre-COVID
107,35,1,3,656,2010,Pre-COVID
108,36,1,3,541,2010,Pre-COVID
109,39,1,3,483,2010,Pre-COVID
110,40,1,3,436,2010,Pre-COVID
111,1,1,4,39,2010,Pre-COVID
112,2,1,4,34,2010,Pre-COVID
113,3,1,4,25,2010,Pre-COVID
114,4,1,4,19,2010,Pre-COVID
115,5,1,4,20,2010,Pre-COVID
116,6,1,4,14,2010,Pre-COVID
117,7,1,4,19,2010,Pre-COVID
118,8,1,4,13,2010,Pre-COVID
119,9,1,4,21,2010,Pre-COVID
120,10,1,4,14,2010,Pre-COVID
121,11,1,4,23,2010,Pre-COVID
122,12,1,4,16,2010,Pre-COVID
123,13,1,4,25,2010,Pre-COVID
124,14,1,4,17,2010,Pre-COVID
125,15,1,4,29,2010,Pre-COVID
126,16,1,4,22,2010,Pre-COVID
127,17,1,4,43,2010,Pre-COVID
128,18,1,4,33,2010,Pre-COVID
129,19,1,4,77,2010,Pre-COVID
130,20,1,4,55,2010,Pre-COVID
131,21,1,4,134,2010,Pre-COVID
132,22,1,4,75,2010,Pre-COVID
133,23,1,4,181,2010,Pre-COVID
134,24,1,4,107,2010,Pre-COVID
135,25,1,4,212,2010,Pre-COVID
136,26,1,4,132,2010,Pre-COVID
137,27,1,4,202,2010,Pre-COVID
138,28,1,4,148,2010,Pre-COVID
139,29,1,4,259,2010,Pre-COVID
140,30,1,4,187,2010,Pre-COVID
141,31,1,4,236,2010,Pre-COVID
142,32,1,4,186,2010,Pre-COVID
143,35,1,4,182,2010,Pre-COVID
144,36,1,4,166,2010,Pre-COVID
145,37,1,4,19,2010,Pre-COVID
146,38,1,4,16,2010,Pre-COVID
147,39,1,4,126,2010,Pre-COVID
148,40,1,4,127,2010,Pre-COVID
149,1,2,1,8177,2011,Pre-COVID
150,2,2,1,7430,2011,Pre-COVID
151,3,2,1,306,2011,Pre-COVID
152,4,2,1,246,2011,Pre-COVID
153,5,2,1,208,2011,Pre-COVID
154,6,2,1,174,2011,Pre-COVID
155,7,2,1,164,2011,Pre-COVID
156,8,2,1,110,2011,Pre-COVID
157,9,2,1,174,2011,Pre-COVID
158,10,2,1,120,2011,Pre-COVID
159,11,2,1,166,2011,Pre-COVID
160,12,2,1,126,2011,Pre-COVID
161,13,2,1,166,2011,Pre-COVID
162,14,2,1,114,2011,Pre-COVID
163,15,2,1,173,2011,Pre-COVID
164,16,2,1,128,2011,Pre-COVID
165,17,2,1,226,2011,Pre-COVID
166,18,2,1,149,2011,Pre-COVID
167,19,2,1,366,2011,Pre-COVID
168,20,2,1,224,2011,Pre-COVID
169,21,2,1,492,2011,Pre-COVID
170,22,2,1,321,2011,Pre-COVID
171,23,2,1,658,2011,Pre-COVID
172,24,2,1,440,2011,Pre-COVID
173,25,2,1,869,2011,Pre-COVID
174,26,2,1,610,2011,Pre-COVID
175,27,2,1,747,2011,Pre-COVID
176,28,2,1,577,2011,Pre-COVID
177,29,2,1,900,2011,Pre-COVID
178,30,2,1,825,2011,Pre-COVID
179,31,2,1,924,2011,Pre-COVID
180,32,2,1,860,2011,Pre-COVID
181,33,2,1,6163,2011,Pre-COVID
182,34,2,1,5729,2011,Pre-COVID
183,35,2,1,818,2011,Pre-COVID
184,36,2,1,846,2011,Pre-COVID
185,37,2,1,853,2011,Pre-COVID
186,38,2,1,699,2011,Pre-COVID
187,39,2,1,579,2011,Pre-COVID
188,40,2,1,677,2011,Pre-COVID
189,1,2,2,101,2011,Pre-COVID
190,2,2,2,112,2011,Pre-COVID
191,3,2,2,36,2011,Pre-COVID
192,4,2,2,27,2011,Pre-COVID
193,5,2,2,29,2011,Pre-COVID
194,6,2,2,21,2011,Pre-COVID
195,7,2,2,55,2011,Pre-COVID
196,8,2,2,29,2011,Pre-COVID
197,9,2,2,69,2011,Pre-COVID
198,10,2,2,36,2011,Pre-COVID
199,11,2,2,78,2011,Pre-COVID
200,12,2,2,44,2011,Pre-COVID
201,13,2,2,80,2011,Pre-COVID
202,14,2,2,47,2011,Pre-COVID
203,15,2,2,92,2011,Pre-COVID
204,16,2,2,58,2011,Pre-COVID
205,17,2,2,143,2011,Pre-COVID
206,18,2,2,78,2011,Pre-COVID
207,19,2,2,278,2011,Pre-COVID
208,20,2,2,130,2011,Pre-COVID
209,21,2,2,498,2011,Pre-COVID
210,22,2,2,219,2011,Pre-COVID
211,23,2,2,698,2011,Pre-COVID
212,24,2,2,323,2011,Pre-COVID
213,25,2,2,977,2011,Pre-COVID
214,26,2,2,463,2011,Pre-COVID
215,27,2,2,919,2011,Pre-COVID
216,28,2,2,509,2011,Pre-COVID
217,29,2,2,1187,2011,Pre-COVID
218,30,2,2,700,2011,Pre-COVID
219,31,2,2,1093,2011,Pre-COVID
220,32,2,2,748,2011,Pre-COVID
221,33,2,2,38,2011,Pre-COVID
222,34,2,2,57,2011,Pre-COVID
223,35,2,2,907,2011,Pre-COVID
224,36,2,2,725,2011,Pre-COVID
225,37,2,2,31,2011,Pre-COVID
226,38,2,2,25,2011,Pre-COVID
227,39,2,2,634,2011,Pre-COVID
228,40,2,2,568,2011,Pre-COVID
229,7,2,3,30,2011,Pre-COVID
230,8,2,3,13,2011,Pre-COVID
231,9,2,3,42,2011,Pre-COVID
232,10,2,3,18,2011,Pre-COVID
233,11,2,3,48,2011,Pre-COVID
234,12,2,3,22,2011,Pre-COVID
235,13,2,3,47,2011,Pre-COVID
236,14,2,3,24,2011,Pre-COVID
237,15,2,3,55,2011,Pre-COVID
238,16,2,3,28,2011,Pre-COVID
239,17,2,3,91,2011,Pre-COVID
240,18,2,3,37,2011,Pre-COVID
241,19,2,3,186,2011,Pre-COVID
242,20,2,3,65,2011,Pre-COVID
243,21,2,3,339,2011,Pre-COVID
244,22,2,3,129,2011,Pre-COVID
245,23,2,3,490,2011,Pre-COVID
246,24,2,3,193,2011,Pre-COVID
247,25,2,3,735,2011,Pre-COVID
248,26,2,3,308,2011,Pre-COVID
249,27,2,3,692,2011,Pre-COVID
250,28,2,3,339,2011,Pre-COVID
251,29,2,3,905,2011,Pre-COVID
252,30,2,3,494,2011,Pre-COVID
253,31,2,3,838,2011,Pre-COVID
254,32,2,3,541,2011,Pre-COVID
255,35,2,3,708,2011,Pre-COVID
256,36,2,3,541,2011,Pre-COVID
257,39,2,3,502,2011,Pre-COVID
258,40,2,3,429,2011,Pre-COVID
259,1,2,4,38,2011,Pre-COVID
260,2,2,4,32,2011,Pre-COVID
261,3,2,4,23,2011,Pre-COVID
262,4,2,4,17,2011,Pre-COVID
263,5,2,4,19,2011,Pre-COVID
264,6,2,4,14,2011,Pre-COVID
265,7,2,4,18,2011,Pre-COVID
266,8,2,4,12,2011,Pre-COVID
267,9,2,4,20,2011,Pre-COVID
268,10,2,4,13,2011,Pre-COVID
269,11,2,4,23,2011,Pre-COVID
270,12,2,4,15,2011,Pre-COVID
271,13,2,4,25,2011,Pre-COVID
272,14,2,4,17,2011,Pre-COVID
273,15,2,4,29,2011,Pre-COVID
274,16,2,4,21,2011,Pre-COVID
275,17,2,4,42,2011,Pre-COVID
276,18,2,4,31,2011,Pre-COVID
277,19,2,4,75,2011,Pre-COVID
278,20,2,4,52,2011,Pre-COVID
279,21,2,4,131,2011,Pre-COVID
280,22,2,4,71,2011,Pre-COVID
281,23,2,4,174,2011,Pre-COVID
282,24,2,4,101,2011,Pre-COVID
283,25,2,4,212,2011,Pre-COVID
284,26,2,4,128,2011,Pre-COVID
285,27,2,4,199,2011,Pre-COVID
286,28,2,4,143,2011,Pre-COVID
287,29,2,4,250,2011,Pre-COVID
288,30,2,4,178,2011,Pre-COVID
289,31,2,4,228,2011,Pre-COVID
290,32,2,4,181,2011,Pre-COVID
291,35,2,4,179,2011,Pre-COVID
292,36,2,4,162,2011,Pre-COVID
293,37,2,4,19,2011,Pre-COVID
294,38,2,4,15,2011,Pre-COVID
295,39,2,4,118,2011,Pre-COVID
296,40,2,4,123,2011,Pre-COVID
297,1,3,1,8089,2012,Pre-COVID
298,2,3,1,7367,2012,Pre-COVID
299,3,3,1,287,2012,Pre-COVID
300,4,3,1,233,2012,Pre-COVID
301,5,3,1,199,2012,Pre-COVID
302,6,3,1,172,2012,Pre-COVID
303,7,3,1,163,2012,Pre-COVID
304,8,3,1,115,2012,Pre-COVID
305,9,3,1,173,2012,Pre-COVID
306,10,3,1,121,2012,Pre-COVID
307,11,3,1,173,2012,Pre-COVID
308,12,3,1,131,2012,Pre-COVID
309,13,3,1,179,2012,Pre-COVID
310,14,3,1,122,2012,Pre-COVID
311,15,3,1,190,2012,Pre-COVID
312,16,3,1,138,2012,Pre-COVID
313,17,3,1,232,2012,Pre-COVID
314,18,3,1,155,2012,Pre-COVID
315,19,3,1,365,2012,Pre-COVID
316,20,3,1,232,2012,Pre-COVID
317,21,3,1,502,2012,Pre-COVID
318,22,3,1,340,2012,Pre-COVID
319,23,3,1,664,2012,Pre-COVID
320,24,3,1,455,2012,Pre-COVID
321,25,3,1,936,2012,Pre-COVID
322,26,3,1,663,2012,Pre-COVID
323,27,3,1,806,2012,Pre-COVID
324,28,3,1,630,2012,Pre-COVID
325,29,3,1,939,2012,Pre-COVID
326,30,3,1,872,2012,Pre-COVID
327,31,3,1,973,2012,Pre-COVID
328,32,3,1,924,2012,Pre-COVID
329,33,3,1,6102,2012,Pre-COVID
330,34,3,1,5698,2012,Pre-COVID
331,35,3,1,853,2012,Pre-COVID
332,36,3,1,873,2012,Pre-COVID
333,37,3,1,859,2012,Pre-COVID
334,38,3,1,697,2012,Pre-COVID
335,39,3,1,588,2012,Pre-COVID
336,40,3,1,711,2012,Pre-COVID
337,1,3,2,101,2012,Pre-COVID
338,2,3,2,113,2012,Pre-COVID
339,3,3,2,33,2012,Pre-COVID
340,4,3,2,26,2012,Pre-COVID
341,5,3,2,28,2012,Pre-COVID
342,6,3,2,21,2012,Pre-COVID
343,7,3,2,54,2012,Pre-COVID
344,8,3,2,31,2012,Pre-COVID
345,9,3,2,68,2012,Pre-COVID
346,10,3,2,37,2012,Pre-COVID
347,11,3,2,81,2012,Pre-COVID
348,12,3,2,47,2012,Pre-COVID
349,13,3,2,86,2012,Pre-COVID
350,14,3,2,51,2012,Pre-COVID
351,15,3,2,99,2012,Pre-COVID
352,16,3,2,63,2012,Pre-COVID
353,17,3,2,145,2012,Pre-COVID
354,18,3,2,82,2012,Pre-COVID
355,19,3,2,275,2012,Pre-COVID
356,20,3,2,137,2012,Pre-COVID
357,21,3,2,501,2012,Pre-COVID
358,22,3,2,233,2012,Pre-COVID
359,23,3,2,694,2012,Pre-COVID
360,24,3,2,334,2012,Pre-COVID
361,25,3,2,1041,2012,Pre-COVID
362,26,3,2,503,2012,Pre-COVID
363,27,3,2,973,2012,Pre-COVID
364,28,3,2,553,2012,Pre-COVID
365,29,3,2,1214,2012,Pre-COVID
366,30,3,2,740,2012,Pre-COVID
367,31,3,2,1135,2012,Pre-COVID
368,32,3,2,803,2012,Pre-COVID
369,33,3,2,37,2012,Pre-COVID
370,34,3,2,58,2012,Pre-COVID
371,35,3,2,933,2012,Pre-COVID
372,36,3,2,749,2012,Pre-COVID
373,37,3,2,32,2012,Pre-COVID
374,38,3,2,25,2012,Pre-COVID
375,39,3,2,632,2012,Pre-COVID
376,40,3,2,590,2012,Pre-COVID
377,7,3,3,30,2012,Pre-COVID
378,8,3,3,13,2012,Pre-COVID
379,9,3,3,42,2012,Pre-COVID
380,10,3,3,18,2012,Pre-COVID
381,11,3,3,50,2012,Pre-COVID
382,12,3,3,23,2012,Pre-COVID
383,13,3,3,51,2012,Pre-COVID
384,14,3,3,26,2012,Pre-COVID
385,15,3,3,59,2012,Pre-COVID
386,16,3,3,31,2012,Pre-COVID
387,17,3,3,93,2012,Pre-COVID
388,18,3,3,39,2012,Pre-COVID
389,19,3,3,185,2012,Pre-COVID
390,20,3,3,68,2012,Pre-COVID
391,21,3,3,342,2012,Pre-COVID
392,22,3,3,136,2012,Pre-COVID
393,23,3,3,487,2012,Pre-COVID
394,24,3,3,199,2012,Pre-COVID
395,25,3,3,786,2012,Pre-COVID
396,26,3,3,334,2012,Pre-COVID
397,27,3,3,733,2012,Pre-COVID
398,28,3,3,367,2012,Pre-COVID
399,29,3,3,928,2012,Pre-COVID
400,30,3,3,521,2012,Pre-COVID
401,31,3,3,872,2012,Pre-COVID
402,32,3,3,579,2012,Pre-COVID
403,35,3,3,730,2012,Pre-COVID
404,36,3,3,557,2012,Pre-COVID
405,39,3,3,500,2012,Pre-COVID
406,40,3,3,445,2012,Pre-COVID
407,1,3,4,38,2012,Pre-COVID
408,2,3,4,32,2012,Pre-COVID
409,3,3,4,22,2012,Pre-COVID
410,4,3,4,17,2012,Pre-COVID
411,5,3,4,18,2012,Pre-COVID
412,6,3,4,13,2012,Pre-COVID
413,7,3,4,18,2012,Pre-COVID
414,8,3,4,13,2012,Pre-COVID
415,9,3,4,20,2012,Pre-COVID
416,10,3,4,13,2012,Pre-COVID
417,11,3,4,23,2012,Pre-COVID
418,12,3,4,16,2012,Pre-COVID
419,13,3,4,27,2012,Pre-COVID
420,14,3,4,18,2012,Pre-COVID
421,15,3,4,31,2012,Pre-COVID
422,16,3,4,23,2012,Pre-COVID
423,17,3,4,42,2012,Pre-COVID
424,18,3,4,32,2012,Pre-COVID
425,19,3,4,74,2012,Pre-COVID
426,20,3,4,54,2012,Pre-COVID
427,21,3,4,130,2012,Pre-COVID
428,22,3,4,75,2012,Pre-COVID
429,23,3,4,171,2012,Pre-COVID
430,24,3,4,105,2012,Pre-COVID
431,25,3,4,223,2012,Pre-COVID
432,26,3,4,140,2012,Pre-COVID
433,27,3,4,209,2012,Pre-COVID
434,28,3,4,156,2012,Pre-COVID
435,29,3,4,253,2012,Pre-COVID
436,30,3,4,189,2012,Pre-COVID
437,31,3,4,235,2012,Pre-COVID
438,32,3,4,195,2012,Pre-COVID
439,35,3,4,182,2012,Pre-COVID
440,36,3,4,169,2012,Pre-COVID
441,37,3,4,19,2012,Pre-COVID
442,38,3,4,16,2012,Pre-COVID
443,39,3,4,118,2012,Pre-COVID
444,40,3,4,128,2012,Pre-COVID
445,1,4,1,7859,2013,Pre-COVID
446,2,4,1,7154,2013,Pre-COVID
447,3,4,1,277,2013,Pre-COVID
448,4,4,1,223,2013,Pre-COVID
449,5,4,1,193,2013,Pre-COVID
450,6,4,1,165,2013,Pre-COVID
451,7,4,1,163,2013,Pre-COVID
452,8,4,1,114,2013,Pre-COVID
453,9,4,1,170,2013,Pre-COVID
454,10,4,1,113,2013,Pre-COVID
455,11,4,1,176,2013,Pre-COVID
456,12,4,1,126,2013,Pre-COVID
457,13,4,1,187,2013,Pre-COVID
458,14,4,1,120,2013,Pre-COVID
459,15,4,1,196,2013,Pre-COVID
460,16,4,1,135,2013,Pre-COVID
461,17,4,1,225,2013,Pre-COVID
462,18,4,1,148,2013,Pre-COVID
463,19,4,1,345,2013,Pre-COVID
464,20,4,1,217,2013,Pre-COVID
465,21,4,1,492,2013,Pre-COVID
466,22,4,1,322,2013,Pre-COVID
467,23,4,1,657,2013,Pre-COVID
468,24,4,1,435,2013,Pre-COVID
469,25,4,1,946,2013,Pre-COVID
470,26,4,1,650,2013,Pre-COVID
471,27,4,1,852,2013,Pre-COVID
472,28,4,1,639,2013,Pre-COVID
473,29,4,1,925,2013,Pre-COVID
474,30,4,1,836,2013,Pre-COVID
475,31,4,1,964,2013,Pre-COVID
476,32,4,1,896,2013,Pre-COVID
477,33,4,1,5938,2013,Pre-COVID
478,34,4,1,5529,2013,Pre-COVID
479,35,4,1,840,2013,Pre-COVID
480,36,4,1,839,2013,Pre-COVID
481,37,4,1,860,2013,Pre-COVID
482,38,4,1,696,2013,Pre-COVID
483,39,4,1,601,2013,Pre-COVID
484,40,4,1,708,2013,Pre-COVID
485,1,4,2,99,2013,Pre-COVID
486,2,4,2,117,2013,Pre-COVID
487,3,4,2,31,2013,Pre-COVID
488,4,4,2,26,2013,Pre-COVID
489,5,4,2,27,2013,Pre-COVID
490,6,4,2,21,2013,Pre-COVID
491,7,4,2,55,2013,Pre-COVID
492,8,4,2,32,2013,Pre-COVID
493,9,4,2,67,2013,Pre-COVID
494,10,4,2,37,2013,Pre-COVID
495,11,4,2,82,2013,Pre-COVID
496,12,4,2,47,2013,Pre-COVID
497,13,4,2,89,2013,Pre-COVID
498,14,4,2,53,2013,Pre-COVID
499,15,4,2,102,2013,Pre-COVID
500,16,4,2,65,2013,Pre-COVID
501,17,4,2,140,2013,Pre-COVID
502,18,4,2,82,2013,Pre-COVID
503,19,4,2,259,2013,Pre-COVID
504,20,4,2,135,2013,Pre-COVID
505,21,4,2,486,2013,Pre-COVID
506,22,4,2,232,2013,Pre-COVID
507,23,4,2,678,2013,Pre-COVID
508,24,4,2,332,2013,Pre-COVID
509,25,4,2,1048,2013,Pre-COVID
510,26,4,2,514,2013,Pre-COVID
511,27,4,2,1010,2013,Pre-COVID
512,28,4,2,580,2013,Pre-COVID
513,29,4,2,1173,2013,Pre-COVID
514,30,4,2,739,2013,Pre-COVID
515,31,4,2,1114,2013,Pre-COVID
516,32,4,2,809,2013,Pre-COVID
517,33,4,2,35,2013,Pre-COVID
518,34,4,2,59,2013,Pre-COVID
519,35,4,2,918,2013,Pre-COVID
520,36,4,2,755,2013,Pre-COVID
521,37,4,2,33,2013,Pre-COVID
522,38,4,2,27,2013,Pre-COVID
523,39,4,2,642,2013,Pre-COVID
524,40,4,2,611,2013,Pre-COVID
525,7,4,3,29,2013,Pre-COVID
526,8,4,3,14,2013,Pre-COVID
527,9,4,3,40,2013,Pre-COVID
528,10,4,3,18,2013,Pre-COVID
529,11,4,3,50,2013,Pre-COVID
530,12,4,3,23,2013,Pre-COVID
531,13,4,3,51,2013,Pre-COVID
532,14,4,3,26,2013,Pre-COVID
533,15,4,3,60,2013,Pre-COVID
534,16,4,3,31,2013,Pre-COVID
535,17,4,3,88,2013,Pre-COVID
536,18,4,3,39,2013,Pre-COVID
537,19,4,3,172,2013,Pre-COVID
538,20,4,3,66,2013,Pre-COVID
539,21,4,3,328,2013,Pre-COVID
540,22,4,3,134,2013,Pre-COVID
541,23,4,3,470,2013,Pre-COVID
542,24,4,3,196,2013,Pre-COVID
543,25,4,3,784,2013,Pre-COVID
544,26,4,3,339,2013,Pre-COVID
545,27,4,3,754,2013,Pre-COVID
546,28,4,3,382,2013,Pre-COVID
547,29,4,3,889,2013,Pre-COVID
548,30,4,3,517,2013,Pre-COVID
549,31,4,3,848,2013,Pre-COVID
550,32,4,3,581,2013,Pre-COVID
551,35,4,3,712,2013,Pre-COVID
552,36,4,3,559,2013,Pre-COVID
553,39,4,3,504,2013,Pre-COVID
554,40,4,3,459,2013,Pre-COVID
555,1,4,4,38,2013,Pre-COVID
556,2,4,4,34,2013,Pre-COVID
557,3,4,4,21,2013,Pre-COVID
558,4,4,4,17,2013,Pre-COVID
559,5,4,4,18,2013,Pre-COVID
560,6,4,4,14,2013,Pre-COVID
561,7,4,4,18,2013,Pre-COVID
562,8,4,4,13,2013,Pre-COVID
563,9,4,4,20,2013,Pre-COVID
564,10,4,4,13,2013,Pre-COVID
565,11,4,4,24,2013,Pre-COVID
566,12,4,4,17,2013,Pre-COVID
567,13,4,4,28,2013,Pre-COVID
568,14,4,4,19,2013,Pre-COVID
569,15,4,4,33,2013,Pre-COVID
570,16,4,4,23,2013,Pre-COVID
571,17,4,4,41,2013,Pre-COVID
572,18,4,4,33,2013,Pre-COVID
573,19,4,4,71,2013,Pre-COVID
574,20,4,4,54,2013,Pre-COVID
575,21,4,4,129,2013,Pre-COVID
576,22,4,4,76,2013,Pre-COVID
577,23,4,4,172,2013,Pre-COVID
578,24,4,4,105,2013,Pre-COVID
579,25,4,4,231,2013,Pre-COVID
580,26,4,4,144,2013,Pre-COVID
581,27,4,4,223,2013,Pre-COVID
582,28,4,4,165,2013,Pre-COVID
583,29,4,4,251,2013,Pre-COVID
584,30,4,4,191,2013,Pre-COVID
585,31,4,4,238,2013,Pre-COVID
586,32,4,4,198,2013,Pre-COVID
587,35,4,4,185,2013,Pre-COVID
588,36,4,4,172,2013,Pre-COVID
589,37,4,4,20,2013,Pre-COVID
590,38,4,4,17,2013,Pre-COVID
591,39,4,4,123,2013,Pre-COVID
592,40,4,4,134,2013,Pre-COVID
593,1,5,1,7468,2014,Pre-COVID
594,2,5,1,6861,2014,Pre-COVID
595,3,5,1,274,2014,Pre-COVID
596,4,5,1,215,2014,Pre-COVID
597,5,5,1,190,2014,Pre-COVID
598,6,5,1,160,2014,Pre-COVID
599,7,5,1,165,2014,Pre-COVID
600,8,5,1,116,2014,Pre-COVID
601,9,5,1,167,2014,Pre-COVID
602,10,5,1,109,2014,Pre-COVID
603,11,5,1,179,2014,Pre-COVID
604,12,5,1,127,2014,Pre-COVID
605,13,5,1,195,2014,Pre-COVID
606,14,5,1,124,2014,Pre-COVID
607,15,5,1,206,2014,Pre-COVID
608,16,5,1,142,2014,Pre-COVID
609,17,5,1,222,2014,Pre-COVID
610,18,5,1,150,2014,Pre-COVID
611,19,5,1,333,2014,Pre-COVID
612,20,5,1,218,2014,Pre-COVID
613,21,5,1,509,2014,Pre-COVID
614,22,5,1,333,2014,Pre-COVID
615,23,5,1,683,2014,Pre-COVID
616,24,5,1,456,2014,Pre-COVID
617,25,5,1,999,2014,Pre-COVID
618,26,5,1,694,2014,Pre-COVID
619,27,5,1,950,2014,Pre-COVID
620,28,5,1,716,2014,Pre-COVID
621,29,5,1,939,2014,Pre-COVID
622,30,5,1,869,2014,Pre-COVID
623,31,5,1,1016,2014,Pre-COVID
624,32,5,1,948,2014,Pre-COVID
625,33,5,1,5693,2014,Pre-COVID
626,34,5,1,5337,2014,Pre-COVID
627,35,5,1,877,2014,Pre-COVID
628,36,5,1,882,2014,Pre-COVID
629,37,5,1,824,2014,Pre-COVID
630,38,5,1,677,2014,Pre-COVID
631,39,5,1,677,2014,Pre-COVID
632,40,5,1,771,2014,Pre-COVID
633,1,5,2,94,2014,Pre-COVID
634,2,5,2,115,2014,Pre-COVID
635,3,5,2,30,2014,Pre-COVID
636,4,5,2,26,2014,Pre-COVID
637,5,5,2,25,2014,Pre-COVID
638,6,5,2,20,2014,Pre-COVID
639,7,5,2,54,2014,Pre-COVID
640,8,5,2,32,2014,Pre-COVID
641,9,5,2,64,2014,Pre-COVID
642,10,5,2,36,2014,Pre-COVID
643,11,5,2,82,2014,Pre-COVID
644,12,5,2,48,2014,Pre-COVID
645,13,5,2,90,2014,Pre-COVID
646,14,5,2,56,2014,Pre-COVID
647,15,5,2,103,2014,Pre-COVID
648,16,5,2,68,2014,Pre-COVID
649,17,5,2,134,2014,Pre-COVID
650,18,5,2,84,2014,Pre-COVID
651,19,5,2,243,2014,Pre-COVID
652,20,5,2,136,2014,Pre-COVID
653,21,5,2,485,2014,Pre-COVID
654,22,5,2,239,2014,Pre-COVID
655,23,5,2,676,2014,Pre-COVID
656,24,5,2,346,2014,Pre-COVID
657,25,5,2,1072,2014,Pre-COVID
658,26,5,2,547,2014,Pre-COVID
659,27,5,2,1074,2014,Pre-COVID
660,28,5,2,641,2014,Pre-COVID
661,29,5,2,1140,2014,Pre-COVID
